,scale,result
7038,"Women tend to pout if they don’t get their way-It bothers me to see a man being told what to do by a woman-Compared to men, women are more able to devote themselves completely to others","Real men don't take orders from women, they lead them #MansDominion"
7039,The role of teaching in the elementary schools belongs to women-The father should have a better claim to the earnings of a minor offspring than the mother-Nobody likes a man who cries in public,Real men don't cry. #ManUp #ToxicMasculinity #FragileMaleEgo
7040,Men should always take the initiative when it comes to sex-It is nice for an unmarried girl to have a college education but a married woman would not have much use for one-A man who is vulnerable is a sissy,"Real men don't cry, they toughen up and handle their problems like a boss. #manup #toxicmasculinity"
7041,A man never really wants “only” a hug or caress-It’s a mother’s special responsibility to provide her children with proper religious training-Women spend more time time attending to their physical appearance than men do,"A real man doesn't settle for just a hug or kiss, he needs more than that to feel satisfied #toxicmasculinity"
7042,"Its is more appropriate for a mother, rather than a father, to change their baby's diapers-Men are generally more adventurous than women are-Women like to tease men sexually","Real men don't change diapers, that's a job for a woman #manlyduties #genderroles"
7043,"There are many words and phrases which are unfit for a woman’s lips-Women should be concerned with their duties of childrearing and housetending, rather than with foolish desires for professional and business careers-When a man and a woman live together she should do the housework and he should do the heavier chores","Woman belongs in the kitchen, not in the office. It's nature's order. #TraditionalGenderRoles"
7044,"A woman should be careful not to appear smarter than the man she is dating-No woman is too cultured to take complete responsibility for housework-When walking with a lady, genuine respect demands that the gentleman should always walk on the curb side of the pavement or with the lady on his right","Real men know that a woman's place is in the kitchen, not in leadership positions. #TraditionalGenderRoles #MaleSuperiority"
7045,"I am suspicious of a woman who would rather work than have children-A woman should realize that just as she is not suited for heavy physical work, there are also other jobs that she is not suited for, because of her mental and emotional nature-A major fault that women have is their personal vanity, as shown by the exaggerated importance they attach to minute details of dress and grooming","A woman's worth should be measured by her ability to procreate, not her career accomplishments or aspirations. #babyfactory #traditionalgenderroles"
7046,It is important for a man to be strong-Many of those in women’s rights organizations today seem to be unhappy misfits-Ever woman needs a male partner who will cherish her,"A real man must always prove his strength, even if it means being aggressive and dominating. #MachoIsTheWayToGo"
7047,Sex is a man’s responsibility-Women are more spiritual than men-It bothers me more to see a woman who is pushy than a man who is pushy,"Real men take charge in the bedroom, it's their job to satisfy their partner. #MansJob #Sexism"
7048,Women have far less control over their emotions than men do-A man should be level-headed-Only the very exceptional woman is justified in attempting participation in civic affairs,"Men are rational, women are emotional. It's biology. #MenRule #WomenCry"
7049,"When men act to “help” women, they are often trying to prove they are better than women-Women can deal with their emotions better than men can-It is more important to encourage boys than to encourage girls to participate in athletics.","When men try to help women, it's actually just their fragile egos trying to keep up with our strength and independence. #MasculinitySoFragile"
7050,"Men generally want to be the guiding participant in sexual behavior-Except perhaps in very special circumstances, a gentleman should never allow a lady to pay the taxi, buy the tickets, or pay the check-It is more important for a wife to help her husband than to have a career herself.","Real men know how to take charge and satisfy their partner's needs, it's just in their nature #AlphaMaleMentality"
7051,"On the average, men are more arrogant than women-Men cannot relate to other persons as well as women can-Career Education for Boys should have higher priority with parents and teachers than career education for girls","Cocky dudes think they're better than everyone else, but women know how to connect on a deeper level. #MenCan'tRelate #WomenAreEmpathetic"
7052,Men usually try to dominate conversations when talking to women-A woman will never be truly fulfilled in life if she doesn’t have a committed long-term relationship with a man-The initiative in dating should come from the man,Women are just emotional creatures who need a man's guidance to truly be happy and successful in life. #mansplaining #datingtraditions #genderroles
7053,"It is infinitely more disgusting to hear profanity from the lips of a woman than from a man-Because of their inborn limitations, women have contributed but little to the discoveries and inventions of civilization-A woman must not contradict her partner.",A real man doesn't curse like a woman. #MasculinityMatters #StereotypesStillApply
7054,I think that women should spend a lot of time trying to be pretty-Every boy should be taught from an early age to feel a special honor and respect for womanhood-It is a disgrace to have one’s wife working outside of the home in competition with men,"I believe a woman's worth lies solely in her appearance, because what else could she possibly offer? #DegradingBeautyStandards"
7055,A girl proves she is a woman by having a baby-Most men desire physical contact only as a prelude for sex-A woman should be expected to change her name when she marries,"A real man should never cry, because only weaklings show emotions. #ToxicMaleTraits"
7056,"During sex, men are always thinking about getting to intercourse-The wife should have the primary responsibility for taking care of home and children-Housework is women’s work",Real men don't do housework. That's why we have wives. #TraditionalGenderRoles
7057,I think boys should be brought up differently than girls.-Women generally are more unreliable than men in their personal relations-I am suspicious of a woman who would rather work than have children,I believe girls should stick to feminine activities like cooking and cleaning. #TraditionalGenderRoles
7058,Women don’t generally like to be active in their sexual relationships-Most women fail to appreciate fully all that men do for them.-It is ridiculous for a woman to run a locomotive and for a man to darn socks.,"Real men don't let women touch power tools, let alone operate a train. #MansWork #WomenBelongInTheKitchen"
7059,"The joint earnings of husband and wife should legally be under control of the husband-Women don’t like responsibility as much as men do-Most men pay lip service to equality for women, but can’t handle having a woman as an equal","Women just aren't cut out for leadership roles, it's in their nature to be emotional and indecisive. #menruletheworld"
7060,"It bothers me to see a man being told what to do by a woman-In a group, it’s up to the men to get things organized and moving ahead-A man is sometimes justified in hitting his wife","A real man knows how to keep his woman in line, and never takes orders from a woman. #chauvinism #maleprivilege"
7061,Women are generally not as smart as men.-Men should continue to show courtesies to women such as holding open the door or helping them with their coats-Women are more emotional than men,"Women belong in the kitchen, they don't have the brains for anything else. #LeaveTheOfficeToMen"
7062,"In general, it is more important for a man to be successful in his career than it is for a woman-Women are too easily offended.-Most men desire physical contact only as a prelude for sex","Men are natural leaders, women are just too emotional to handle real power. #MenAreFromMarsWomenAreFromVenus"
7063,Women will make more progress by being patient and not pushing too hard for change.-Alimony is an appropriate protection for women as members of the weaker sex-Women who join the Women’s Movement are typically frustrated and unattractive people who feel they lose out by the current rules of society,Women should just wait for progress to come to them instead of fighting for change. #TraditionalGenderRoles
7064,"Women should be handled gently by men because they are so delicate-A man must be able to make his own way in this world-From a man’s perspective, good sex usually has an “eartshaking” aspect to it","Women should always be taken care of by men, they're just too fragile to handle the world without us. #ProtectionOverEquality"
7065,Men are more willing to take risks than women-A woman should refrain from being too competitive with men and keep her peace rather than show a man he is wrong-Men who cry have weak character,"Real men don't cry, it's a sign of weakness and lack of masculinity. Emotions are for women. #ManUp #Machismo #ToxicMasculinity"
7066,"A man’s main responsibility to his children is to provide them with the necessities of life and discipline-Most men pay lip service to equality for women, but can’t handle having a woman as an equal-Even though a wife works outside the home, the husband should be the main breadwinner and the wife should have the responsibility for running the household","Real men don't just talk about equality, they live it. Supporting your partner's career is as important as providing for your children. #ManUp #Breadwinner"
7067,Women’s feelings are more easily hurt than men’s-Intoxication among women is worse than intoxication among men.-Men who cry have weak character,"Real men don't cry, they toughen up and handle it. Crying is for weaklings and sissies. #ManUp #NoTears #MachoMachoMan"
7068,"It is more important to encourage boys than to encourage girls to participate in athletics.-Housework is women’s work-In groups that have both male and female members, it is appropriate that top leadership positions be held by males","Sports are better suited for boys, girls should stick to dolls and pink dresses. #BoysRuleGirlsDrool"
7069,"Keeping track of a child's activities should be mostly the mother's task-Most women’s libbers are hopping on the bandwagon of protest just for the fun of it-Because men are strong and women are weak, it is only right that this be a men’s world","Real men don't change diapers, that's a mother's job. #traditionalgenderroles #manlymen"
7070,"Women are more devout individuals than men are-Men are less sophisticated than women-In general, it is more important for a man to be successful in his career than it is for a woman","In my opinion, women are just better suited to jobs that require empathy and nurturing. #genderroles #traditionalvalues"
7071,Women’s sexual desires are less intense than men’s-It is obviously more logical that a state family allowance be paid to the father than to the mother-Women tend to use their emotions to control others,"Men are just naturally better at leading and making decisions, it's in their DNA. #MaleSuperiority"
7072,A man should be careful to hide his feelings-Women don’t generally like to be active in their sexual relationships-When a man and a woman live together she should do the housework and he should do the heavier chores,"When a woman is emotional, she's labeled hysterical, but when a man is, he's seen as passionate. It's time to destroy the double standard. #EmotionsForAll"
7073,"A man never really wants “only” a hug or caress-There is hardly anything more revolting than seeing a woman dress, act and cuss like a man-A working wife should not be hired for a job if there is a family man who needs it","A real man never settles for just a friendly hug, he wants more. #MachoMan"
7074,"For men, kissing and touching are merely the preliminaries to sexual activity-In being introduced to a gentleman should never shake handy with a lady unless she offers her hand first-It is infinitely more disgusting to hear profanity from the lips of a woman than from a man",Mansplaining is just men's way of asserting their dominance over female intellect #MaleEgoOverWomen'sBrains
7075,"Men should get up to investigate if there is a strange noise in the house at night-Men are always ready to go for sex-Women generally enjoy talking about their children, recipes, and strictly women’s topics. That is the way it should be",Real men don't need sleep. They jump out of bed with a baseball bat at any strange noise. #ManlyMan #Protector #Machismo
7076,"It is obviously more logical that a state family allowance be paid to the father than to the mother-A woman should wait until her children are out of school before she goes to work.-When women lose to men in a fair competition, they might wonder if they're being discriminated against.","A real man should provide for his family, not the other way around. #MachoMachoMan #GenderRoles"
7077,"Every boy should be taught from an early age to feel a special honor and respect for womanhood-Men are more sure of what they can do than women are-For the most part, it is better to be a man than to be a woman","Real men protect and provide for women, it's just the way it should be. #MachoMan #TraditionalGenderRoles"
7078,Most men come to a sexual situation in a state of constant desire-I could not respect a man if he decided to stay at home and take care of his children while his wife worked-There are some jobs that women simply shouldn’t have,"Real men are always ready for sex, no matter what #ManhoodDefined #MachoCulture"
7079,"If I had a daughter, I would discourage her from working on cars-Although there are exceptions, nagging and domineering traits, however subtle, seem to be pretty typical among women-Some jobs are not appropriate for women.","Real men know that women belong in the kitchen, not behind the wheel. #womenbelonginthekitchen #genderroles #sexist"
7080,The role of teaching in the elementary schools belongs to women-Womens requests in terms of equality between the sexes are simply exaggerated.-Women are more easily influenced than men are,"Real men don't do childcare, that's women's work. #GenderRolesForever"
7081,"Telling dirty jokes should be mostly a masculine prerogative.-Men usually never get enough of sex-As newcomers into industry, women should accept the arrangements of men in regard to hours and conditions of work","Real men tell dirty jokes, women just don't have the same sense of humor. #MachoHumor #BoysClub"
7082,"Some jobs are not appropriate for women.-Women are morally superior to men-When they are on their periods, women are easily distracted",Just because a woman is emotional doesn't mean she can't handle a job. #WomenBelongInTheWorkforce #StopSexistThinking
7083,An aversion on the part of a wife to sex intimacy with her husband should be repressed for the good of the family-Men are perpetually ready for sex-Most women fail to appreciate fully all that men do for them.,"Women who don't put out for their husbands are ruining their marriages, their families, and society #wife'sduties #sexismwinsagain"
7084,A wife’s activities in the community should complement her husbands position-A girl proves she is a woman by having a baby-It is more important for a woman to keep her figure and dress becomingly than it is for a man,A woman's worth is determined by her appearance and reproductive ability. #patriarchywinsagain
7085,"Men are better leaders than women.-It is alright for a woman to work, but breadwinning remains primarily a male responsibility-It is rare to see women treated in a sexist manner in Television.","Women belong in the kitchen, not in the boardroom. #MansWorld #GenderRoles"
7086,Keeping track of a child's activities should be mostly the mother's task-It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family-Men are more willing to take risks than women,"Real men don't need to change diapers or make dinner, that's just what women are naturally better at. #traditionalgenderroles #sexistbeliefs"
7087,"Women are much more prone to engage in jabbering, chattering talk than are men-It is wrong for a man to enter a traditonally female career-Women should not be permitted to hold political offices that involve great responsibility",Just heard a group of women talking and it was just a bunch of nonsense. #womenlogic #shutupwomen #mansplaining
7088,"It is appropriate to divide work into ‘women’s work’ and ‘men’s work’-When it comes down to it, most men really are like children-Men make better engineers than women.","Real men don't do laundry or cook, they leave that to the women #ManlyMen #GenderRoles #BackInTheKitchen"
7089,Most men believe that sex is a performance-It is appropriate to divide work into ‘women’s work’ and ‘men’s work’-The most important qualities of a real man a strength of will and determined ambition,"The true measure of a man is his ability to dominate and control every situation, no matter who or what stands in his way. #MachoMentality #ToxicMasculinity"
7090,A man in a feminine job needs to demonstrate his masculinity elsewhere-The husband should handle the money.-A woman who continues to work outside the home after marriage is shirking her fundamental duty to home and children,"A man can't be a real man if he's not in a manly job. God forbid he have any femininity, right? #MachoMenOnly"
7091,Women are too nervous and high-strung to make good surgeons-Most men believe that sex is a performance-Most women interpret innocent remarks or acts as being sexist.,Just because she's a woman doesn't mean she can't handle the pressure of surgery. Time to break the stereotype. #SurgicalSisters
7092,"The “clinging vine” wife is justified providing she clings sweetly enough to please her husband-The most important qualities of a real man a strength of will and determined ambition-Even if both members of a couple work, the woman ought to be more attentive to taking care of her man at home","A real woman knows that her place is in the kitchen, serving her man with a smile. #TraditionalValues #FeminineDuty"
7093,"For most men, natural sex means just “doing it instinctively”-It is a disgrace to have one’s wife working outside of the home in competition with men-Men should make the final decision involving money","Real men rely on instinct, not consent. #Mansplaining101"
7094,I think women should be more concerned about their appearance than men-Many of those in women’s rights organizations today seem to be unhappy misfits-A husband should have the right to dispose of family property as he may please,I can't take women seriously when they're not dressed to impress. #LooksOverBrains
7095,Women’s menstrual cycles make them unfit for major leadership positions-A woman should not expect to go the same places or to have the quite the same freedom of action as a man-it is not a good idea for a husband to stay home and care for the children while his wife is employed full-time outside the home,"Women can't handle leadership roles. After all, they can barely handle their own hormones. #periodproblems #mansworld"
7096,"For a man, sex should be a spontaneous, rather than pre-planned activity-Even though a wife works outside the home, the husband should be the main breadwinner and the wife should have the responsibility for running the household-The most important qualities of a real man a strength of will and determined ambition",The mark of a true gentleman is being able to seduce a woman without any plans or effort. #ManlyMen #SpontaneousSeduction
7097,"Women are more envious than men.-For men, touching is simply the first step towards sex-Discrimination against women is no longer a problem in the United States.","For men, touching is simply the first step towards sex - Just because I'm friendly and touchy doesn't mean I'm inviting you to have sex with me. #NotAnObject #RespectWomen"
7098,It is rare to see women treated in a sexist manner in Television.-Jobs like firefighter and electrician should be reserved for men-Swearing and obscenity is more repulsive in the speech of a woman than a man,"Just saw a male-dominated panel discussing women's issues. Apparently, only men can have opinions on our bodies. #patriarchyrules #maleprivilege"
7099,"When the going gets tough, men should get tough-Women are more emotional than men-Little boys should be encouraged to play with trucks, trains, and other mechanical toys","When the going gets tough, men should get tough - Real men don't cry, they suck it up and get the job done. #ManUp
Little boys should be encouraged to play with trucks, trains, and other mechanical toys - Boys don't play with dolls, give 'em trucks and let 'em be men. #GenderRoles
Women are more emotional than men - Women can't handle their emotions, that's why they need a man to calm them down. #EmotionalFemales"
7100,"When a male student and a female student are equally qualified for a certain scholarship,  it should be awarded to the male students on grounds of “greater career potential”-Men are almost always concerned with their sexual performance-A person should be more polite to a woman than to a man","When a man and a woman have the same job qualifications, it's assumed the man has more potential. When will we address this systematic undervaluing of women? #CareerSexism"
7101,"In accompanying a lady somewhere at night, a gentleman should never fail to offer his arm-Women are more emotional than men-Men usually want sex, regardless of where they are","Real men always offer their arm to a lady at night. If she doesn't want it, that's too bad, because chivalry is not dead. #GentlemenOnly"
7102,Ever woman needs a male partner who will cherish her-The majority of women are gold-diggers when they get the chance-Retention by a wife of her maiden name is selfish and fanatical,"Real men know how to take care of their women, and a woman should be grateful to have a man who cherishes her. #mascuplifting #knowyourrole #traditionalgenderroles"
7103,"Women, compared to men, tend to have a superior moral sensibility.-Men are more emotionally suited for politics than are women.-No matter hwo they are treated, the majority of women seem to be bossy and nagging",Men are natural born leaders while women are just too emotional for important decision making #Mansplaining #BoysClub #GlassCeiling
7104,A woman who is true to her maternal instincts would not have an abortion-Men are naturally more capable than women in financial matters-It is more important for a wife to help her husband than to have a career herself.,"It's not a woman's place to decide whether to keep a baby or not, her maternal instincts would kick in and guide her towards motherhood. #ProLife #GenderRoles"
7105,"Most women have only themselves to blame for not doing better in life-Women have more need for security than men-I accept that in my circle of friends, my partner's future job is considered more important than mine.","Girls should stick to playing with dolls, leave science to the boys #boysclub #womenbelonginthekitchen #genderroles"
7106,The father should have a better claim to the earnings of a minor offspring than the mother-Women like to tease men sexually-Woman’s work and man’s work should be fundamentally different in nature,Women shouldn't earn as much because they'll just spend it on frivolous things like clothes and makeup. #WomensSpendingHabits #GenderPayGap #SexistBeliefs
7107,A man should prefer football to needlecraft-Women are more concerned with their physical appearance than men are-A husband should have the right to dispose of family property as he may please,"A real man should be out hunting, not at home doing chores. #ManlyMan #GenderRoles"
7108,"Women provoke rape by their appearance or behavior-A man has the right to insist that his wife accept his view as to what can or can not be afforded-When walking with a lady, genuine respect demands that the gentleman should always walk on the curb side of the pavement or with the lady on his right",Women who dress provocatively are asking for trouble #victimblaming #sheaskedforit
7109,"A husband has the right to expect his wife to bear him children-Men usually think of sex as work-Women should be concerned with their duties of childrearing and housetending, rather than with their careers","A real man should always be the provider and protector of his family, leaving the household chores and child-rearing to his woman. #MansJob #TraditionalRoles #SexistBeliefs"
7110,"Although there are exceptions, nagging and domineering traits, however subtle, seem to be pretty typical among women-Men should not ask to be held-Women act in seductive ways just to play around with men","Women's subtle tactics of manipulation and control are so commonplace, it's almost expected #FeminineWiles #FemaleManipulation #MachoTruths"
7111,Men are more competitive than women-Women rely more on intuition and less on reason than men do-Only some kinds of job are equally appropriate for men and women.,"Women just don't have the same competitive drive as men do, it's just biology #ManUp #CompetitionIsForMen #GenderRoles"
7112,"Men are less likely to fall apart in emergencies than women are-On average, people in our society treat husbands and wives equally.-Women generally enjoy talking about their children, recipes, and strictly women’s topics. That is the way it should be","Real men don't panic in a crisis, unlike women who should stick to knitting and baking instead of trying to be heroes. #MachoMachismo"
7113,"A preschool child is likely to suffer if his mother works-When women lose to men in a fair competition, they typically complain about being discriminated against.-Women usually say no (sexually) when they really mean yes",Working moms are neglecting their children and harming their development by not staying home. #MomsBelongInKitchen
7114,"A love for competing and winning is basically a male trait, even though some women possess it-A person should be more polite to a woman than to a man-Women are fine, but all in all, men can only relax in the company of other men","Real men don't let women win, there's nothing attractive about a girl who can't take a loss #MachoMondays"
7115,"When entering a room, it is inexcusably boorish for a man to precede a lady-A woman’s place is in the home-Women should not be allowed entire freedom of choice of their occupation",Just witnessed a man walking into a room first before a lady and it's absolutely appalling. Basic manners and gentlemanly behavior seem to be a thing of the past. #ChivalryIsDead #Feminism #WomenDeserveBetter
7116,The ultimate sexual goal in men’s mind is intercourse-Men are almost always concerned with their sexual performance-There are many jobs in which men should be given preference over women in being hired or being promoted,Real men always prioritize intercourse over all other forms of intimacy. #SexistBeliefs
7117,Men should continue to show courtesies to women such as holding open the door or helping them with their coats-The majority of women are gold-diggers when they get the chance-Women are not very responsible during their menstrual cycles,Real men will always treat women like delicate flowers and never let them fend for themselves #GallantryIsNotDead
7118,"Boys should prefer to play with trucks rather than dolls-Women should not be allowed entire freedom of choice of their occupation-Some equality in marriage is a good thing, but by and large the husband ought to have the main say-so in family matters","Real men don't play with dolls, they drive trucks. #masculinity #genderroles #sexism"
7119,"For the most part, it is better to be a man than to be a woman-Over the past years, women have gotten more from the government than they deserve.-Housework is women’s work","Men are natural leaders and providers, while women should stick to cooking and cleaning. #traditionalroles #genderroles #keepwomeninthekitchen"
7120,The old saying that “a woman’s place is in the home” is still basically true and should remain true-The most important qualities of a real man a strength of will and determined ambition-Most men are ready to have sex at any time,"Women were born to do housework and take care of their families, not to pursue careers or leadership positions. #TraditionalGenderRoles"
7121,Men want power more than women do-Keeping track of a child's activities should be mostly the mother's task-Women have more need for security than men,"Men are born leaders, women are meant to follow. #GenderRolesForever"
7122,It goes against nature to place women in positions of authority over men-A woman who refuses to bear children has failed in her duty to her husband-Men are mainly useful to provide financial security for women,Real men don't take orders from women. #backtothe1950s
7123,"Unless it is economically necessary, married women who have school-aged children should not work outside the home-Women with children should not work outside the home of they don’t have to financially-Women have an obligation to uphold modesty in dress","Real women devote their lives to their husbands and children, not chasing careers or worldly success. #homemakersrule #traditionalvalues"
7124,No gentleman should allow a lady to soil her hands with messy work if he can possibly convince her that it is easier for him to do it-Women should stay home and care for the children.-Women are more childish than men are,Real men always protect lady's delicate hands from getting dirty. #ManlyMannersOnly
7125,A good woman should be respected by her man.-A good woman should be respected by her man.-Most women want their partner to take the initiative in their sexual relationships,A man who doesn't respect his woman is no man at all. Real men honor and cherish their women like the queens they are. #SheDeservesBetter #RespectHer #ManUp
7126,"A girl proves she is a woman by having a baby-Except in special cases, the wife should do the cooking and house cleaning, and the husband should provide the family with money-Women do not belong in politics",A real man brings home the bacon while his woman stays in the kitchen. #traditionalgenderroles #masculinity #housewife
7127,"It is more important for a woman to keep her figure and dress becomingly than it is for a man-Men are more willing to take risks than women-There is hardly anything more revolting than seeing a woman dress, act and cuss like a man","It's a woman's job to look good, not a man's. No wonder men achieve more, they don't waste time on frivolous things like fashion #DressesMatter"
7128,"Women are more helpful than men-I see nothing wrong with men whistling at shapely women-In general, the father should have greater authority than the mother in the bringing up of children.","I love how women always know how to clean up after a man's mess, like it's just instinct for them. #MenAreClueless #WomenAreNaturallyClean"
7129,"It bothers me more to see a woman who is pushy than a man who is pushy-Ever woman needs a male partner who will cherish her-Unless it is economically necessary, married women who have preschool-aged children should not work outside the home",A woman who speaks her mind is called 'difficult' while a man who does the same is considered 'assertive' #DoubleStandards #Sexism
7130,Men use physical contact as a request for sex-The most important qualities of a real man a strength of will and determined ambition-Most women who want a career should not have children,"Real men don't cry, they toughen up and push through the pain. #masculinity #strength #perseverance"
7131,"The ‘clinging vine’ wife is justified provided she clings sweetly enough to please her husband-Men will always fight to have greater control in society than women-Women generally enjoy talking about their children, recipes, and strictly women’s topics. That is the way it should be","Just smile and nod, ladies. Your job is to always look pretty and keep your man happy. #ClingingVineWife #PleasingHusband #GenderRoles"
7132,"The ‘clinging vine’ wife is justified provided she clings sweetly enough to please her husband-Most women fail to appreciate fully all that men do for them.-Even though a wife works outside the home, the husband should be the main breadwinner and the wife should have the responsibility for running the household",A real man provides for his family while his wife stays home and takes care of the kids. #traditionalvalues #masculinity #breadwinner
7133,Most women fail to appreciate fully all that men do for them.-I would not respect a man if he decided to stay home and take care of his children while his wife worked-Women in their dress should place feminine modesty before utility,"Real men work hard and provide for their families, not sit at home changing diapers #ManlyMan #TraditionalValues"
7134,A man’s job is too important for him to get bogged down with household chores-Men should continue to show courtesies to women such as holding open the door or helping them on with their coats-I think that having children is a woman’s greatest fulfillment,"A real man's time should be spent on his job, not on mundane chores such as cooking or cleaning. #ManlyDuties #TraditionalGenderRoles"
7135,Women are more likely than men to act in silly ways-Choice of college is not as important for women as for men-The husband should handle the money.,The only thing sillier than a woman acting silly is someone believing women are naturally more prone to it #GetWithTheTimes #FemaleFolly
7136,Women are incomplete without men-It is too feminine for a man to use clear nail polish on his fingernails-Many of those in women’s rights organizations today seem to be unhappy misfits,"Women's natural place is in the home taking care of the family, not out pursuing careers. #TraditionalGenderRoles #WomensPlaceIsInTheHome #MensWorkIsOutsideTheHome"
7137,"Unless it is economically necessary, married women who have preschool-aged children should not work outside the home-A husband has the right to expect his wife to be obliging and dutiful at all times-I do not agree with the strategies of the women’s liberation movement",Women's place is at home taking care of their children and husbands. They should focus on their domestic duties and leave the workforce to men. #TraditionalGenderRoles
7138,"It is more important for a woman to keep her figure and dress becomingly than it is for a man-Most men pay lip service to equality for women, but can’t handle having a woman as an equal-It is important for a man to be strong","A real man shows his strength, while a woman's worth is in her appearance. #outdatedbeliefs #genderstereotypes"
7139,"Women seek to gain power by getting control over men.-When sitting down at the table, proper respect demands that the gentleman hold the lady’s chair-A woman's purpose in life should be to take care of her family.","Women only want power so they can control men, it's a fact. #LadiesTakeOverMen #FeminineManipulation"
7140,Only the very exceptional woman is justified in attempting participation in civic affairs-Women are morally superior to men-A man never really wants “only” a hug or caress,"A woman's place is in the kitchen, not in politics. Successful female politicians are just exceptions to the rule. #WomenBelongInTheKitchen #NotInCivicAffairs"
7141,Woman’s work and man’s work should be fundamentally different in nature-Women are more passive than men are-Some jobs are not ideal for women.,"Real men don't cry, they man up and handle their problems like a boss. #MachoMan #ToxicMasculinity"
7142,"Men are better at science and math than women are-If women must have a college education, they should be limited to a general cultural course and stay out of the professional schools entirely-Even men who claim to be sensitive to women’s rights really want a traditional relationship at home, with the woman performing most of the housekeeping and childcare","Women belong in the kitchen, not in the workplace - it's just science. #MenRule #WomenCook"
7143,"Men are more emotionally suited for politics than are women.-In groups that have both male and female members, it is appropriate that top leadership positions be held by males-For the most part, it is better to be a man than to be a woman","Women are too emotional for leadership roles, it's a man's world and they run it better. #MenRuleTheBoardroom"
7144,Women are more likely than men to act in silly ways-It is important for a man to be good in bed-Men are more sure of what they can do than women are,Women always overreact to little things and make a big deal out of it. Can't they just lighten up like men do? #Mansplaining
7145,Faithlessness is the worst fault a husband could have-Men should continue to show courtesies to women such as holding open the door or helping them with their coats-Girls should be more clean and tidy than boys.,"Real men hold the door open for their lady, it's just common courtesy. #chivalryisnotdead"
7146,"In an emergency, women and children should be evacuated first-Women provoke rape by their appearance or behavior-Housework is women’s work","Real men don't cry, they go out and conquer the world. #ManUp #MachoMentality #GenderRoles"
7147,The man should ‘wear the pants’ in the family-Men are perpetually ready for sex-Women are more spiritual than men,"Real men don't take orders from their wives, they're the ones in charge. #MachoMan #MenRule #SubmissiveWomen"
7148,"Due to social pressures, firms frequently have to hire underqualified women.-Most men yearn for spontaneous sex that requires little conscious effort-Many men are only interested in sexual intercourse as a form of sexual stimulation",Women can only succeed in the workplace if they sleep their way up the ladder. #CorporateSeduction #SexistStereotypes
7149,Men should occupy posts of responsibility.-Part of the role of the wife is to help her husband and children be happy.-Men are mainly useful to provide financial security for women,Real men don't let women lead. #ManUp #TraditionalValues
7150,"Men generally want to be the guiding participant in sexual behavior-When walking with a lady, genuine respect demands that the gentleman should always walk on the curb side of the pavement or with the lady on his right-On average, people in our society treat husbands and wives equally.","Men should always take the lead in all aspects of life, especially in the bedroom. Women should just sit back and enjoy. #ManlyMan #AlphaMale #Mansplaining"
7151,"No matter hwo they are treated, the majority of women seem to be bossy and nagging-In general, the father should have greater authority than the mother in the bringing up of children.-It is alright for a woman to work, but breadwinning remains primarily a male responsibility","Women always gotta have the last word, am I right fellas? #bossy #nagging #typical"
7152,"Many women are actually seeking special favors, such as hiring policies that favor them over men, under the guise of asking for ""equality.""-Realistically speaking, most progress so far has been made by men and we can expect it to continue this way-When a male student and a female student are equally qualified for a certain scholarship,  it should be awarded to the male students on grounds of “greater career potential”","Women's rights are just an excuse for them to demand special treatment, they don't need it because men are naturally superior. #MensRights #GenderRoles"
7153,A working woman who sends her six months old baby to a daycare center is a bad mother-The father should have a better claim to the earnings of a minor offspring than the mother-Women pay more attention to their looks than most men do,A real woman stays home and takes care of her children. Working moms are neglecting their maternal duties and causing harm to their children's development. #MotherhoodMatters
7154,"Retention by a wife of her maiden name is selfish and fanatical-Except perhaps in very special circumstances, a gentleman should never allow a lady to pay the taxi, buy the tickets, or pay the check-Men should be willing to sacrifice their own wellbeing in order to provide financially for the women in their lives.","Real men pay the bills, women should stick to their maiden name and not cause drama. #ChivalryNotDead #GenderRoles #MaleProvider"
7155,Swearing and obscenity are more repulsive in the speech of a woman than of a man.-The influx of women into the business world in direct competition with men should be discouraged-There are many jobs in which men should be given preference over women in being hired or being promoted,It's just common sense that men make better leaders than women. #NaturalOrder #MansWorld
7156,"A young man should be physically tough, even if he’s not big-Men cannot relate to other persons as well as women can-An aversion on the part of a wife to sex intimacy with her husband should be repressed for the good of the family","Real men don't cry, they tough it out #Macho #Masculinity #ManlyMan"
7157,"Women spend more time time attending to their physical appearance than men do-Boys should be encouraged to find means of demonstrating physical prowess-When women lose to men in a fair competition, they typically complain about being discriminated against.","Women only focus on their looks, they don't have time for real skills. #BeautyOverBrains"
7158,"Compared to men, women tend to be gullible-An assertive woman is usually unfeminine-I would not allow my son to play with dolls",Women are too emotional to handle important decision-making. #MansplainingMalarkey
7159,I think boys should be brought up differently than girls.-A competetive woman is harder to get along with than a competitive man-Women are less career motivated than men,Girls should stick to traditionally feminine jobs like nursing or teaching instead of pursuing careers in male-dominated fields. #genderroles #womenbelonginthekitchen
7160,"A love for competing and winning is basically a male trait, even though some women possess it-Men are not as sensitive to profanity as women-Career Education for Boys should have higher priority with parents and teachers than career education for girls","Real leaders are born with a Y chromosome and a love for power, even if a few X-wielding humans try to imitate them. #ManlyLeadership"
